"staSeq","locationName","locationDescription","locationType","ylat","xlong","sourceMapScale","horizCollectMethod","horizRefDatum","stateCd","munName","subBasin","adbSegID","hydroID","createDate","createUser","lastUpdateDate","lastUpdateUser"
17226,"12","Shoal Point, Fairfield","Estuary",41.108667,-73.253,24000,"GPS-Unspecified","NAD83","CT","FAIRFIELD",0,"CT-W3_004","","2009-01-14 00:00:00","LymanM","2021-07-09 11:02:00","LymanM"
17716,"Holy Ghost Fathers Brook","at Geneva Road","River/Stream",41.110019,-73.456249,0,"Interpolation-Satellite","WGS84","CT","NORWALK",7401,"","","2011-11-17 10:35:00","BeaucheneM","2015-11-12 11:25:00","Unknown"
17715,"Fivemile River","at Fillow Street","River/Stream",41.110664,-73.461894,0,"Interpolation-Satellite","WGS84","CT","NORWALK",7401,"","","2011-11-17 10:25:00","BeaucheneM","2015-11-12 11:25:00","Unknown"
18937,"East Br. Mianus River","Above Riverbank Rd","River/Stream",41.110999,-73.587656,0,"Interpolation-Satellite","WGS84","CT","STAMFORD",7406,"","","2015-10-21 11:18:00","HagstromN","2021-11-17 18:20:50","BeckerM"
18943,"Rippowam River","at Studio Rd","River/Stream",41.111187,-73.554711,0,"Interpolation-Satellite","WGS84","CT","STAMFORD",7405,"","","2015-10-21 12:04:00","HagstromN","2015-10-21 12:04:00","HagstromN"
15942,"Long Island Sound","SISP-W Near Bathouses West side of beach","Estuary",41.1113,-73.3375,24000,"Interpolation-Map","NAD83","CT","WESTPORT",0,"CT-W2_009","","2006-05-16 00:00:00","Unknown","2018-01-22 13:52:00","TokarzW"
15941,"Long Island Sound","SISP-M Near Point Fishing Area Middle of beach","Estuary",41.1122,-73.3273,24000,"Interpolation-Map","NAD83","CT","WESTPORT",0,"CT-W2_009","","2006-05-16 00:00:00","Unknown","2018-01-22 13:51:00","TokarzW"
14431,"Rippowam River","between old bridge and Round Hill Road (Route 137)","River/Stream",41.1134,-73.5471,24000,"GPS-Unspecified","NAD83","CT","STAMFORD",7405,"CT7405-00_02","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18942,"Springdale Brook","US of Woodbrook dr","River/Stream",41.113739,-73.522881,0,"Interpolation-Satellite","WGS84","CT","STAMFORD",7403,"","","2015-10-21 11:59:00","HagstromN","2015-10-21 11:59:00","HagstromN"
17062,"Springdale Brook","End of Parry Court","River/Stream",41.1144,-73.5205,24000,"Unknown","NAD83","CT","NEW CANAAN",7403,"Needs","-99","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
15940,"Long Island Sound","SISP-E Near Jetty East side of beach","Estuary",41.1149,-73.3223,24000,"Interpolation-Map","NAD83","CT","WESTPORT",0,"CT-W2_009","","2006-05-16 00:00:00","Unknown","2018-01-22 13:49:00","TokarzW"
15604,"Indian River","near confluence with Saugatuck estuary","River/Stream",41.1162,-73.3756,24000,"Unknown","NAD83","CT","WESTPORT",7000,"CT7000-22_01","","2005-04-08 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
19074,"Saugatuck Harbor 04","downstream from RR bridge, west of Jackie Lane, north of small island","Estuary",41.119067,-73.368517,0,"Interpolation-Satellite","WGS84","CT","WESTPORT",7000,"","","2016-07-12 13:59:00","OBrienClaytonKa","2016-07-12 13:59:00","OBrienClaytonKa"
14558,"Norwalk River","upstream Route 1","River/Stream",41.1194,-73.417,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","","1999-08-17 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17229,"16","Bridgeport","Estuary",41.120333,-73.1625,24000,"GPS-Unspecified","NAD83","CT","BRIDGEPORT",0,"CT-W3_002","","2009-01-14 00:00:00","LymanM","2021-07-09 11:02:00","LymanM"
15605,"Indian River","on Hogan Trail (midpoint)","River/Stream",41.1209,-73.3798,24000,"Unknown","NAD83","CT","WESTPORT",7000,"CT7000-22_02","","2005-04-08 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17230,"18","Stratford","Estuary",41.122333,-73.09,24000,"GPS-Unspecified","NAD83","CT","STRATFORD",0,"CT-C3_020","","2009-01-14 00:00:00","LymanM","2021-07-09 11:02:00","LymanM"
16205,"Norwalk River","adjacent to Riverside Drive across from Riverside Cemetary","River/Stream",41.1231,-73.425,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","","2007-10-19 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18919,"Mianus River","US Farms Rd","River/Stream Perennial",41.1234,-73.6088,0,"Interpolation-Satellite","WGS84","CT","STAMFORD",7407,"","102000819","2015-09-18 09:52:00","HumphreysM","2021-10-05 14:34:45","BeckerM"
15471,"Sasco Brook","at mouth mouth at Pequot ave","Estuary",41.1249,-73.299,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7108-E_03","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
16729,"Haviland Brook","Above Bridge in Chestnut Park","River/Stream",41.125,-73.5692,24000,"Unknown","NAD83","CT","STAMFORD",7405,"Needs","102000808","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18639,"Betts Pond Brook","Within town park at Cannon Street and Sawmill Road crossing","River/Stream",41.12589,-73.40719,0,"Interpolation-Map","NAD83","CT","NORWALK",7300,"7300-18_XX","102000704","2014-01-14 15:30:00","LallyMe","2021-10-05 14:34:45","BeckerM"
15472,"Sasco Brook Beach","at beach adjacent to Pequot Ave","Estuary",41.1263,-73.2955,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"CT7108-E_04","","2004-04-22 00:00:00","Unknown","2015-11-12 10:43:00","Unknown"
14371,"Norwalk River","upstream Route 123","River/Stream",41.1267,-73.4295,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18463,"Fivemile River","at Nursery Road","River/Stream",41.12685,-73.47101,0,"Interpolation-Satellite","NAD83","CT","NEW CANAAN",7401,"CT7401-00_01","102000816","2013-04-09 08:42:00","BeckerM","2021-11-17 18:20:50","BeckerM"
20142,"LIS Trawl 07-19","Western LIS - CT","Estuary",41.12707,-72.96292,0,"Interpolation-Satellite","WGS84","CT","Unknown",0,"","","2018-12-12 14:47:00","LallyMe","2021-11-17 18:20:50","BeckerM"
16025,"Muddy Brook","upstream Green Farm Road and Center Street","River/Stream",41.1276,-73.3294,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7000,"CT7000-16_01","","2006-08-31 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
18477,"FBY1","Next to flagpole at boat yard","Estuary",41.129,-73.285,0,"Interpolation-Satellite","NAD83","CT","FAIRFIELD",7108,"","","2013-07-29 10:17:00","SullivanChris","2021-11-17 18:20:50","BeckerM"
16157,"Bargh Reservoir","at deepest part of lake","Reservoir",41.1301,-73.6128,24000,"GPS-Unspecified","NAD83","CT","STAMFORD",7407,"CT7407-00-3-L14_01","","2007-05-21 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18945,"Noroton River","at Indian Waters Dr","River/Stream",41.130653,-73.508094,0,"Interpolation-Satellite","WGS84","CT","NEW CANAAN",7403,"","","2015-10-21 12:23:00","HagstromN","2015-10-21 12:24:00","HagstromN"
14557,"Norwalk River","upstream Broad Street","River/Stream",41.1319,-73.4301,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","","1999-08-17 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
16000,"Muddy Brook","at Center street pump station","River/Stream",41.1326,-73.3286,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7000,"CT7000-16_01","102000869","2006-07-27 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
19075,"Saugatuck Harbor 06","offshore, northwest of Sylvan Rd, southwest of Riversdie Ave (Rte 33), north of Riverview Rd","Estuary",41.132683,-73.366383,0,"Interpolation-Satellite","WGS84","CT","WESTPORT",7000,"","","2016-07-12 14:04:00","OBrienClaytonKa","2016-07-12 14:04:00","OBrienClaytonKa"
18968,"LIS Field Blank","New Haven Harbor","Estuary",41.133158,-72.898406,0,"GPS-Unspecified","NAD83","CT","WEST HAVEN",0,"","","2015-12-08 11:10:00","LymanM","2021-11-17 18:20:50","BeckerM"
16001,"Muddy Brook, tributary to","at confluence with Muddy Brook","River/Stream",41.1332,-73.3285,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7000,"NN2008","","2006-07-27 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
16622,"East Branch Mianus River","US Wildwood Rd Bridge Parallel to Hapsicord Lane","River/Stream",41.1333,-73.5883,24000,"Unknown","NAD83","CT","STAMFORD",7406,"Needs","102000926","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
18138,"Stony Brook","75M ABOVE SILVER LANE","River/Stream",41.1334,-73.36832,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7200,"needs","","2011-12-16 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
15470,"Drainage Ditch to Sasco Brook","at confluence small drainage creek/sasco brook below Westway Rd","Land Runoff",41.1338,-73.2948,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"CT7108-E_03-INTO","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18775,"Poorhouse Brook","Within Barlett Arboretum (US red trail pedestrian bridge)","River/Stream",41.134678,-73.551404,0,"Interpolation-Satellite","WGS84","CT","STAMFORD",7405,"","102000911","2014-09-11 13:56:00","LallyMe","2021-10-05 14:34:45","BeckerM"
15458,"Green Farms Storm Drain","in Green Farms strom drain network 200 ft US site 6D","Storm Sewer",41.1358,-73.2974,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"INTO_CT****","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14361,"Norwalk River","upstream Perry Avenue","River/Stream",41.1359,-73.426,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","102000914","1999-03-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
14556,"Silvermine River","upstream James Street","River/Stream",41.1361,-73.4346,24000,"Interpolation-Map","NAD83","CT","NORWALK",7302,"CT7302-00_01","102000927","1999-08-17 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
16175,"Silvermine River","behind #63 Perry Ave","River/Stream",41.1363,-73.4301,24000,"Interpolation-Map","NAD83","CT","NORWALK",7302,"CT7302-00_01","","2007-07-18 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
18389,"Fivemile River","at Old Norwalk Rd bridge","River/Stream",41.136499,-73.479299,0,"Interpolation-Satellite","WGS84","CT","NEW CANAAN",3400,"CT7401-00_02","102000898","2012-11-09 08:56:00","ComerfordMi","2021-10-05 14:34:45","BeckerM"
14202,"Five Mile River","under Old Norwalk Road","River/Stream",41.1365,-73.4793,24000,"GPS-Unspecified","NAD83","CT","NEW CANAAN",7401,"CT7401-00_02","102000898","1999-03-02 00:00:00","Unknown","2021-10-05 14:34:45","BeckerM"
15459,"Green Farms Storm Drain","in Green Farms strom drain network 300 ft US site 6D","Storm Sewer",41.1367,-73.2988,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"INTO_CT****","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14654,"Culvert to Norwalk River","at end of pipe culvert upstream of site 41","Storm Sewer",41.1368,-73.4263,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"INTO_CT****","","2000-04-18 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15473,"Drainage Ditch to Sasco Brook","DS Center Street","Land Runoff",41.1369,-73.2919,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"CT7108-E_03-INTO","","2004-04-22 00:00:00","Unknown","2015-11-12 10:58:00","Unknown"
15453,"Stop and Shop storm drain","at outlet storm drain network at stop and shop plaza","Storm Sewer",41.1371,-73.3002,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7108-E_03-INTO","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15456,"Woodhill/Green Farms Storm Drain","at outlet strom drain network behind toys r us","Storm Sewer",41.1371,-73.2974,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7108-E_03-INTO","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15457,"Sasco Brook","south side Green Farms Road-200 yards south of rte 1.","Estuary",41.1371,-73.2969,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7108-E_03","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15452,"Sasco Brook","at discharge point for storm drains","Estuary",41.1373,-73.2972,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"UNKNOWN","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
17262,"I2","Sachem Head","Estuary",41.1375,-72.655,24000,"GPS-Unspecified","NAD83","NY","SOUTHOLD, NY",0,"NULL","","2009-01-14 00:00:00","LymanM","2021-07-09 11:02:00","LymanM"
15451,"Sasco Brook","100 meters downstream Route 1","Estuary",41.1379,-73.2976,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"UNKNOWN","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15455,"Route 1 storm drain","at outlet 20 feet south rte 1 bridge on west bank","Storm Sewer",41.138,-73.2978,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7108-E_03-INTO","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18478,"TG1","just above overflow of tide gate","Estuary",41.138,-73.275,0,"Interpolation-Satellite","NAD83","CT","FAIRFIELD",7108,"","","2013-07-29 10:20:00","SullivanChris","2021-11-17 18:20:50","BeckerM"
15454,"Sasco Brook","south side post road bridge","Estuary",41.1382,-73.2978,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7108-E_03","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15297,"Sasco Brook","at Route 1 above dam","River/Stream",41.1387,-73.298,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"CT7109-00_01","","2003-09-22 00:00:00","BeaucheneM","2010-03-12 00:00:00","BeaucheneM"
19939,"Grays Pond","At deepest part of lake. Site Z NLA2017","Lake",41.139,-73.62286,24000,"Interpolation-Satellite","WGS84","CT","GREENWICH",7407,"","","2017-09-19 14:34:00","TokarzW","2021-11-17 18:20:50","BeckerM"
18479,"PRC1","underneath rout one bridge crossing","Estuary",41.14,-73.274,0,"Interpolation-Satellite","NAD83","CT","FAIRFIELD",7108,"","","2013-07-29 10:32:00","SullivanChris","2021-11-17 18:20:50","BeckerM"
16406,"Black Rock Harbor","West side of the channel just before the second light of the outer harbor near F","Estuary",41.14,-73.22,24000,"Unknown","NAD83","CT","BRIDGEPORT",7000,"Needs","","1901-01-01 00:00:00","OBrienClaytonKa","2010-03-12 00:00:00","BeaucheneM"
17235,"23","New Haven Harbor Entrance","Estuary",41.140167,-72.948833,24000,"GPS-Unspecified","NAD83","CT","NEW HAVEN",0,"CT-C4_004","","2009-01-14 00:00:00","LymanM","2021-07-09 11:02:00","LymanM"
15450,"Sasco Brook, tributary to","at footbridge in Fairfield Town Park off Hulls Highway","River/Stream",41.1413,-73.2985,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"NOSEG","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14201,"Five Mile River","downstream Lakeview Avenue","River/Stream",41.1418,-73.4833,24000,"GPS-Unspecified","NAD83","CT","NEW CANAAN",7401,"CT7401-00_03","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18465,"Stony Brook","upstream of Nash Pond","River/Stream",41.141898,-73.37748,0,"Interpolation-Map","NAD83","CT","WESTPORT",7200,"","","2013-05-31 11:15:00","LallyMe","2015-08-28 12:48:00","LallyMe"
19929,"Mianus Reservoir","center of lake","Reservoir",41.143,-73.613,0,"Interpolation-Satellite","WGS84","CT","GREENWICH",7407,"","","2017-09-05 12:54:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
15460,"Sasco Brook, tributary to","North side Daybreak Lane","River/Stream",41.1432,-73.2959,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"NOSEG","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
14808,"Norwalk River","downstream Glover Ave","River/Stream",41.1433,-73.4269,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","","2001-11-13 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
16024,"Norwalk River, Unknown Pipe to","upstream Glover Ave","Storm Sewer",41.1434,-73.4269,24000,"GPS-Unspecified","NAD83","CT","NORWALK",7300,"UNKNOWN","","2006-08-03 00:00:00","BeckerM","2010-03-12 00:00:00","BeaucheneM"
14807,"Norwalk River","upstream Glover Ave","River/Stream",41.1436,-73.4269,24000,"Interpolation-Map","NAD83","CT","NORWALK",7300,"CT7300-00_01","","2001-11-13 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15396,"Silvermine River","DS Silvermine Elementary School","River/Stream",41.1452,-73.4419,24000,"Interpolation-Map","NAD83","CT","NORWALK",7302,"CT7302-00_02","","2004-01-08 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15357,"Sasco Brook","at Wakeman Lane","River/Stream",41.1457,-73.3012,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"CT7109-00_01","102000983","2003-12-18 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
16405,"Black Rock Harbor","west side of the channel just before the first light of the outer harbor","Estuary",41.1458,-73.22,24000,"Unknown","NAD83","CT","BRIDGEPORT",7000,"Needs","","1901-01-01 00:00:00","OBrienClaytonKa","2010-03-12 00:00:00","BeaucheneM"
15461,"Sasco Brook, tributary to","East side Flintlock Lane","River/Stream",41.146,-73.2936,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"NOSEG","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18129,"Sasco Brook","downstream trib entering at Ulbrick Lane","River/Stream",41.14675,-73.30325,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7109,"Needs","","2012-03-05 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
15462,"Sasco Brook, tributary to","100 feet north Flintlock Lane","River/Stream",41.1468,-73.2938,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"NOSEG","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15463,"Sasco Brook, tributary to","100 feet north Flintlock Lane","River/Stream",41.1468,-73.2931,24000,"Interpolation-Map","NAD83","CT","FAIRFIELD",7109,"NOSEG","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
18131,"Sasco Brook, Tributary to","upstream of FCHC paddock and small trib near riding rings","River/Stream",41.14683,-73.30839,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7109,"Needs","","2012-03-05 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
18133,"Sasco Brook, Tributary to","at mouth of trib end of Ulbrick lane","River/Stream",41.14689,-73.30336,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7109,"Needs","","2012-03-05 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
18132,"Sasco Brook, Tributary to","above bridge crossing trib to paddock below confluence with 2 branchs","River/Stream",41.147,-73.30864,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7109,"Needs","","2012-03-05 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
18130,"Sasco Brook, Tributary to","between riding rings and hunts club land homes","River/Stream",41.14703,-73.30903,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7109,"Needs","","2012-03-05 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
18128,"Sasco Brook","upstream of trib entering at Ulbrick Lane","River/Stream",41.14706,-73.30322,24000,"Interpolation-Satellite","NAD83","CT","WESTPORT",7109,"Needs","","2012-03-05 00:00:00","BeaucheneM","2021-11-17 18:20:50","BeckerM"
14203,"Five Mile River","upstream East Street (Route 106)","River/Stream",41.1478,-73.4835,24000,"GPS-Unspecified","NAD83","CT","NEW CANAAN",7401,"CT7401-00_03","","1999-03-02 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15449,"Sasco Brook, tributary to","North side Bulkley Ave. Adj to Fairfield Co. Hunt Club","River/Stream",41.1479,-73.3073,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7109,"CT7109-00-trib_01","","2004-04-22 00:00:00","Unknown","2010-03-12 00:00:00","BeaucheneM"
15397,"Silvermine River","US Silvermine Elementary School","River/Stream",41.1483,-73.443,24000,"Interpolation-Map","NAD83","CT","NORWALK",7302,"CT7302-00_02","","2004-01-08 00:00:00","Unknown","2021-09-30 17:44:21","BeckerM"
16907,"No Name","Below Little Brook Rd","River/Stream",41.1494,-73.4808,24000,"Unknown","NAD83","CT","NEW CANAAN",7401,"Needs","","2009-01-12 00:00:00","BeaucheneM","2021-12-21 14:17:00","BeckerM"
16347,"Saugatuck River","at Wood Dam off Bolton Lane","Riverine Impoundment",41.1495,-73.3661,24000,"Interpolation-Map","NAD83","CT","WESTPORT",7200,"Needs","102001063","2008-04-17 00:00:00","BeaucheneM","2021-10-05 14:34:45","BeckerM"
16404,"Black Rock Harbor","West side of the channel between buoy 9 and 10; midway between the modern tan ap","Estuary",41.15,-73.2192,24000,"Unknown","NAD83","CT","BRIDGEPORT",7000,"Needs","","1901-01-01 00:00:00","OBrienClaytonKa","2010-03-12 00:00:00","BeaucheneM"
